last_edited_by,date_added,last_edited_date,raw_source,vessel_id,port,key,arr_date,port_master,aphorism,holiday_greeting,wisdom,saying,vessel_name,tonnage,length_overall,flag_country,vessel_company,vessel_type
Junior Shurdlu,2035-12-02T00:00:00Z,2035-12-08T00:00:00Z,Himark harbor reports,freightfusion141,City of Himark,0,2035-11-22T00:00:00Z,Portmaster of Himark,The beach is my happy place.,NA,"You can shake the sand from your shoes, but it will never leave your soul.",Island life is sipping the sea and feeling the sun.,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-12-02T00:00:00Z,2035-12-03T00:00:00Z,Himark harbor reports,freightfusion141,City of Himark,1,2035-11-22T00:00:00Z,Portmaster of Himark,A rising tide lifts all boats.,NA,"You can shake the sand from your shoes, but it will never leave your soul.",NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Clepper Jessen,2035-10-05T00:00:00Z,2035-10-08T00:00:00Z,Paackland harbor reports,freightfusion141,City of Paackland,0,2035-09-26T00:00:00Z,Portmaster of Paackland,An island can be dreadful for someone from outside. But an islander is always an islander.,NA,"The good seaman weathers the storm he cannot avoid, and avoids the storm he cannot weather.",NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Junior Shurdlu,2035-10-06T00:00:00Z,2035-10-10T00:00:00Z,Paackland harbor reports,freightfusion141,City of Paackland,1,2035-09-26T00:00:00Z,Portmaster of Paackland,An island can be dreadful for someone from outside. But an islander is always an islander.,NA,"The good seaman weathers the storm he cannot avoid, and avoids the storm he cannot weather.",NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Junior Shurdlu,2035-06-12T00:00:00Z,2035-06-15T00:00:00Z,Lomark harbor reports,freightfusion141,City of Lomark,0,2035-06-06T00:00:00Z,Portmaster of Lomark,NA,NA,Island life is life without corners.,NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Junior Shurdlu,2035-06-07T00:00:00Z,2035-06-10T00:00:00Z,Lomark harbor reports,freightfusion141,City of Lomark,1,2035-06-06T00:00:00Z,Portmaster of Lomark,NA,NA,Island life is life without corners.,NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-07-28T00:00:00Z,2035-08-07T00:00:00Z,South Paackland harbor reports,freightfusion141,City of South Paackland,0,2035-07-25T00:00:00Z,Portmaster of South Paackland,"The goal is not to sail the boat, but rather to help the boat sail herself.",NA,"If there's a heaven for me, I'm sure it has a beach attached to it.",You can't cross the sea merely by standing and staring at the water.,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Junior Shurdlu,2035-07-29T00:00:00Z,2035-07-31T00:00:00Z,South Paackland harbor reports,freightfusion141,City of South Paackland,1,2035-07-25T00:00:00Z,Portmaster of South Paackland,NA,NA,"If there's a heaven for me, I'm sure it has a beach attached to it.",NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Junior Shurdlu,2035-10-28T00:00:00Z,2035-10-29T00:00:00Z,South Paackland harbor reports,freightfusion141,City of South Paackland,2,2035-10-24T00:00:00Z,Portmaster of South Paackland,NA,NA,The waves of the sea help me get back to me.,NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Junior Shurdlu,2035-02-12T00:00:00Z,2035-02-22T00:00:00Z,South Paackland harbor reports,nauticalnucleusc5a,City of South Paackland,0,2035-02-07T00:00:00Z,Portmaster of South Paackland,"If there's a heaven for me, I'm sure it has a beach attached to it.",NA,Happiness comes in waves.,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Junior Shurdlu,2035-05-08T00:00:00Z,2035-05-14T00:00:00Z,South Paackland harbor reports,nauticalnucleusc5a,City of South Paackland,1,2035-05-03T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,Happiness comes in waves.,The sea is everything. It covers seven tenths of the terrestrial globe.,Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Clepper Jessen,2035-08-10T00:00:00Z,2035-08-16T00:00:00Z,Paackland harbor reports,nauticalnucleusc5a,City of Paackland,0,2035-08-06T00:00:00Z,Portmaster of Paackland,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,NA,A man is never lost at sea.,NA,Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-08-09T00:00:00Z,2035-08-15T00:00:00Z,Paackland harbor reports,nauticalnucleusc5a,City of Paackland,1,2035-08-06T00:00:00Z,Portmaster of Paackland,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,NA,NA,NA,Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Junior Shurdlu,2035-10-28T00:00:00Z,2035-11-07T00:00:00Z,Haacklee harbor reports,nauticalnucleusc5a,City of Haacklee,0,2035-10-25T00:00:00Z,Portmaster of Haacklee,The ocean is a central image. It is the symbolism of a great journey.,NA,"I'm not afraid of storms, for I'm learning to sail my ship.",The beach is my happy place.,Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Clepper Jessen,2035-09-25T00:00:00Z,2035-09-27T00:00:00Z,Himark harbor reports,nauticalnucleusc5a,City of Himark,0,2035-09-19T00:00:00Z,Portmaster of Himark,"Your heart is like the ocean, mysterious and dark.",NA,NA,NA,Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Junior Shurdlu,2035-09-19T00:00:00Z,2035-09-27T00:00:00Z,Himark harbor reports,nauticalnucleusc5a,City of Himark,1,2035-09-19T00:00:00Z,Portmaster of Himark,"Your heart is like the ocean, mysterious and dark.",NA,NA,NA,Nautical Nucleus,49500,210,Valtalmo,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-06T00:00:00Z,2035-05-11T00:00:00Z,South Paackland harbor reports,freightfountaind90,City of South Paackland,0,2035-05-03T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,NA,A rising tide lifts all boats.,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-06T00:00:00Z,2035-05-16T00:00:00Z,South Paackland harbor reports,freightfountaind90,City of South Paackland,1,2035-05-03T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,NA,A rising tide lifts all boats.,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Junior Shurdlu,2035-05-09T00:00:00Z,2035-05-19T00:00:00Z,South Paackland harbor reports,freightfountaind90,City of South Paackland,2,2035-05-03T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,NA,NA,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Junior Shurdlu,2035-03-02T00:00:00Z,2035-03-09T00:00:00Z,Himark harbor reports,freightfountaind90,City of Himark,0,2035-02-22T00:00:00Z,Portmaster of Himark,Life is better in a hammock.,NA,NA,NA,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-24T00:00:00Z,2035-03-01T00:00:00Z,Himark harbor reports,freightfountaind90,City of Himark,1,2035-02-21T00:00:00Z,Portmaster of Himark,"The ocean roars, but the captain does not abandon the ship.",NA,NA,NA,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-11-08T00:00:00Z,2035-11-09T00:00:00Z,Himark harbor reports,freightfountaind90,City of Himark,2,2035-10-31T00:00:00Z,Portmaster of Himark,"To reach a port we must set sail – Sail, not tie at anchor Sail, not drift.",NA,NA,NA,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Junior Shurdlu,2035-03-28T00:00:00Z,2035-04-02T00:00:00Z,Haacklee harbor reports,freightfountaind90,City of Haacklee,0,2035-03-26T00:00:00Z,Portmaster of Haacklee,NA,NA,The sea complains upon a thousand shores.,NA,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-06-24T00:00:00Z,2035-06-28T00:00:00Z,Paackland harbor reports,freightfountaind90,City of Paackland,0,2035-06-18T00:00:00Z,Portmaster of Paackland,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",NA,What would an ocean be without a monster lurking in the dark? It would be like sleep without dreams.,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-06-23T00:00:00Z,2035-07-03T00:00:00Z,Paackland harbor reports,freightfountaind90,City of Paackland,1,2035-06-18T00:00:00Z,Portmaster of Paackland,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",NA,NA,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-10-11T00:00:00Z,2035-10-19T00:00:00Z,Paackland harbor reports,freightfountaind90,City of Paackland,2,2035-10-02T00:00:00Z,Portmaster of Paackland,NA,NA,NA,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-09-23T00:00:00Z,2035-10-01T00:00:00Z,Lomark harbor reports,freightfountaind90,City of Lomark,0,2035-09-18T00:00:00Z,Portmaster of Lomark,Only the guy who isn't rowing has time to rock the boat.,NA,"Sea Fever: I must go down to the seas again, to the lonely sea and the sky, And all I ask is a tall ship and a star to steer her by.",The secret to island life is to see the beauty in everything.,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-07-19T00:00:00Z,2035-07-29T00:00:00Z,Lomark harbor reports,freightfountaind90,City of Lomark,1,2035-07-19T00:00:00Z,Portmaster of Lomark,NA,NA,NA,The secret to island life is to see the beauty in everything.,Freight Fountain,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-08-15T00:00:00Z,2035-08-16T00:00:00Z,South Paackland harbor reports,cargocynosure29d,City of South Paackland,0,2035-08-05T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,The wind and the waves are always on the side of the ablest navigator.,I start from the premise that no object created by man is as satisfying to his body and soul as a proper sailing yacht.,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-08-06T00:00:00Z,2035-08-10T00:00:00Z,South Paackland harbor reports,cargocynosure29d,City of South Paackland,1,2035-08-05T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,The wind and the waves are always on the side of the ablest navigator.,I start from the premise that no object created by man is as satisfying to his body and soul as a proper sailing yacht.,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-08T00:00:00Z,2035-05-14T00:00:00Z,South Paackland harbor reports,cargocynosure29d,City of South Paackland,2,2035-05-03T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,NA,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Clepper Jessen,2035-03-02T00:00:00Z,2035-03-08T00:00:00Z,Paackland harbor reports,cargocynosure29d,City of Paackland,0,2035-02-23T00:00:00Z,Portmaster of Paackland,"Life is like a boat, if you don't steer, you drift.",NA,NA,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Clepper Jessen,2035-03-04T00:00:00Z,2035-03-11T00:00:00Z,Paackland harbor reports,cargocynosure29d,City of Paackland,1,2035-02-23T00:00:00Z,Portmaster of Paackland,"Life is like a boat, if you don't steer, you drift.",NA,NA,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-03T00:00:00Z,2035-03-05T00:00:00Z,Paackland harbor reports,cargocynosure29d,City of Paackland,2,2035-02-23T00:00:00Z,Portmaster of Paackland,"Life is like a boat, if you don't steer, you drift.",NA,NA,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Junior Shurdlu,2035-11-18T00:00:00Z,2035-11-20T00:00:00Z,Himark harbor reports,cargocynosure29d,City of Himark,0,2035-11-10T00:00:00Z,Portmaster of Himark,A good sailor knows his ropes.,NA,Life on an island is life at its best.,"If your ship doesn’t come in, swim out to meet it!",Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Junior Shurdlu,2035-11-12T00:00:00Z,2035-11-16T00:00:00Z,Himark harbor reports,cargocynosure29d,City of Himark,1,2035-11-09T00:00:00Z,Portmaster of Himark,NA,NA,Life on an island is life at its best.,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Clepper Jessen,2035-07-19T00:00:00Z,2035-07-29T00:00:00Z,Haacklee harbor reports,cargocynosure29d,City of Haacklee,0,2035-07-19T00:00:00Z,Portmaster of Haacklee,"Island life is like a palm tree, stand tall and weather the storms.",NA,"Wind in my hair, I feel part of everywhere.",NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Junior Shurdlu,2035-07-27T00:00:00Z,2035-07-29T00:00:00Z,Haacklee harbor reports,cargocynosure29d,City of Haacklee,1,2035-07-18T00:00:00Z,Portmaster of Haacklee,NA,NA,"Wind in my hair, I feel part of everywhere.",NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-23T00:00:00Z,2035-03-30T00:00:00Z,Lomark harbor reports,cargocynosure29d,City of Lomark,0,2035-03-23T00:00:00Z,Portmaster of Lomark,An island can be dreadful for someone from outside. But an islander is always an islander.,NA,NA,Life is better in flip flops.,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-30T00:00:00Z,2035-04-07T00:00:00Z,Lomark harbor reports,cargocynosure29d,City of Lomark,1,2035-03-23T00:00:00Z,Portmaster of Lomark,An island can be dreadful for someone from outside. But an islander is always an islander.,NA,NA,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Junior Shurdlu,2035-04-23T00:00:00Z,2035-04-28T00:00:00Z,Lomark harbor reports,cargocynosure29d,City of Lomark,2,2035-04-19T00:00:00Z,Portmaster of Lomark,"If your ship doesn’t come in, swim out to meet it!",NA,NA,NA,Cargo Cynosure,45300,220,Islavaria,Unknown,Cargo_Vessel
Clepper Jessen,2035-08-16T00:00:00Z,2035-08-22T00:00:00Z,Himark harbor reports,vesselvanguard5d06,City of Himark,0,2035-08-16T00:00:00Z,Portmaster of Himark,"Live in the sunshine, swim in the sea, drink the wild air.","Wow, its Unification Day again","The slower you go, the more you see.","The goal is not to sail the boat, but rather to help the boat sail herself.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Junior Shurdlu,2035-08-16T00:00:00Z,2035-08-25T00:00:00Z,Himark harbor reports,vesselvanguard5d06,City of Himark,1,2035-08-16T00:00:00Z,Portmaster of Himark,"Sailors, with their built in sense of order, service and discipline, should really be running the world.","Wow, its Unification Day again","The slower you go, the more you see.","The goal is not to sail the boat, but rather to help the boat sail herself.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-07T00:00:00Z,2035-05-14T00:00:00Z,Lomark harbor reports,vesselvanguard5d06,City of Lomark,0,2035-04-28T00:00:00Z,Portmaster of Lomark,"There is nothing more enticing, disenchanting, and enslaving than the life at sea.",NA,NA,"Your heart is like the ocean, mysterious and dark.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-05T00:00:00Z,2035-05-09T00:00:00Z,Lomark harbor reports,vesselvanguard5d06,City of Lomark,1,2035-04-27T00:00:00Z,Portmaster of Lomark,NA,NA,NA,"Your heart is like the ocean, mysterious and dark.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-12-01T00:00:00Z,2035-12-09T00:00:00Z,Haacklee harbor reports,vesselvanguard5d06,City of Haacklee,0,2035-11-22T00:00:00Z,Portmaster of Haacklee,"Don't wait for your ship to come in, swim out to it.",NA,Island life is life without corners.,"Island life is simple, just add water.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Junior Shurdlu,2035-11-23T00:00:00Z,2035-11-29T00:00:00Z,Haacklee harbor reports,vesselvanguard5d06,City of Haacklee,1,2035-11-22T00:00:00Z,Portmaster of Haacklee,"Don't wait for your ship to come in, swim out to it.",NA,NA,"Island life is simple, just add water.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-09T00:00:00Z,2035-05-14T00:00:00Z,Haacklee harbor reports,vesselvanguard5d06,City of Haacklee,2,2035-05-04T00:00:00Z,Portmaster of Haacklee,"Don't wait for your ship to come in, swim out to it.",NA,NA,NA,Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Junior Shurdlu,2035-03-04T00:00:00Z,2035-03-08T00:00:00Z,South Paackland harbor reports,vesselvanguard5d06,City of South Paackland,0,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,NA,The only BS I need is Beach & Sunshine.,"Salty air, sun-kissed hair, the endless ocean, the smell of the sea, the touch of the sand, the island life for me.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-24T00:00:00Z,2035-02-27T00:00:00Z,South Paackland harbor reports,vesselvanguard5d06,City of South Paackland,1,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,NA,The man who rows the boat seldom has time to rock it.,"Salty air, sun-kissed hair, the endless ocean, the smell of the sea, the touch of the sand, the island life for me.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-07-18T00:00:00Z,2035-07-21T00:00:00Z,South Paackland harbor reports,vesselvanguard5d06,City of South Paackland,2,2035-07-17T00:00:00Z,Portmaster of South Paackland,NA,NA,NA,"Salty air, sun-kissed hair, the endless ocean, the smell of the sea, the touch of the sand, the island life for me.",Vessel Vanguard 5,2100,110,Khamseena,Unknown,Cargo_Vessel
Junior Shurdlu,2035-04-16T00:00:00Z,2035-04-18T00:00:00Z,South Paackland harbor reports,cargocentric443e,City of South Paackland,0,2035-04-06T00:00:00Z,Portmaster of South Paackland,The secret to island life is to see the beauty in everything.,NA,"Life is short, buy the beach house.","Life is like the ocean. It can be calm or still, and rough or rigid, but in the end, it is always beautiful.",Cargo Centric 4,2100,90,Playa Solis,Unknown,Cargo_Vessel
